PMID	Title	Affiliation
23149925	Restoration impact of an uncontrolled phosphogypsum dump site on the seasonal distribution of abioti...	Département des Sciences de la Vie. Unité de recherche LR/UR/05ES05 Biodiversité et Ecosystèmes Aquatiques, Faculté des Sciences de Sfax, Université de Sfax, Route Soukra Km 3.5-BP 1171, CP 3000, Sfax, Tunisia.
23149927	Longitudinal cystic fibrosis care.	Department of Surgery, Faculty of Medicine, University of Belgrade, Belgrade, Serbia. sanja.sindjic@udk.bg.ac.rs
23149977	Generation of human induced pluripotent stem cells from peripheral blood using the STEMCCA lentivira...	Center for Regenerative Medicine (CReM), Boston University School of Medicine.
23150046	[Clinical appearance and differential diagnosis of intracranial arterial stenoses].	Klinik für Diagnostische und Interventionelle Neuroradiologie, Universitätsklinikum des Saarlandes, Homburg/Saar, Homburg/Saar, Deutschland. umut.yilmaz@uks.eu
23150051	Comparison of different extraction methods for simultaneous determination of B complex vitamins in n...	Department of Food Processing, Tallinn University of Technology, Tallinn, Estonia. kristel@tftak.eu
23150065	A high-content imaging workflow to study Grb2 signaling complexes by expression cloning.	MRC LMCB, University College London.
23150064	Exposure to heavy metals and polycyclic aromatic hydrocarbons and DNA damage in taiwanese traffic co...	Department of Public Health, National Defense Medical Center, Taipei, Taiwan.
23150067	Design, synthesis and anticancer activity of N(3),N(11)-bis(2-hydroxyethyl)-14-aryl-14H-dibenzo[a,j]...	Key Laboratory of Green Chemical Technology of College of Heilongjiang Province, School of Chemical and Environmental Engineering, Harbin University of Science and Technology. songyongbin1981@sina.com
23150078	Phytoecdysteroids from the stem bark of Vitex doniana and their anti-inflammatory effects.	Department of Chemistry, Maseno University, Maseno, Kenya. otieno.charles9@gmail.com
23150125	High antioxidant activity mixture of extruded whole quality protein maize and common bean flours for...	Facultad de Ciencias Químico Biológicas-FCQB, Universidad Autónoma de Sinaloa-UAS, Ciudad Universitaria, Ap 1354, 80000 Culiacán, Sinaloa, México.
23150127	[Patient safety in clinical medicine].	Klinik für Urologie und Kinderurologie, Klinikum Niederberg, Robert-Koch-Straße 2, 42549 Velbert, Deutschland. goepel@klinikum-niederberg.de
23150128	[Cases from the expert commission of the North Rhine medical council: expert commissions and arbitra...	Gutachterkommission für ärztliche Behandlungsfehler bei der Ärztekammer Nordrhein, Tersteegenstraße 9, 40474 Düsseldorf, Deutschland. josef.hannappel@t-online.de
23150129	[Patient safety: data on the topic and ways out of the crisis].	Klinik für Anästhesiologie und operative Intensivmedizin, Klinikum am Steinenberg, Kreiskliniken Reutlingen, Reutlingen, Deutschland. marcus.rall@inpass.de
23150130	[Learning from errors: applying aviation safety concepts to medicine].	smacmed, Bad Sulza-Ring 2b, 65520 Bad Camberg, Deutschland. sommer@smacmed.de
23150131	[Introduction of operating room checklists as a part of clinical risk management: are there hard fac...	Klinik und Poliklinik für Chirurgie, Abteilung für Allgemeine Chirurgie, Viszeral-, Thorax- und Gefäßchirurgie, Universitätsmedizin Greifswald, Ferdinand-Sauerbruchstraße, 17475 Greifswald, Deutschland.
23150183	The high prevalence of vitamin D inadequacy and dress style of women in the sunny UAE.	Department of Internal Medicine and Rheumatology, Al Noor Hospital, Airport Road, PO Box 60420, Abu Dhabi, United Arab Emirates. haideralattia@hotmail.com
23150190	Intrinsic properties of tumour cells have a key impact on the bystander effect mediated by genetical...	Laboratory of Molecular Oncology, Cancer Research Institute of Slovak Academy of Sciences, Bratislava, Slovakia. exonmigu@savba.sk
23150231	Chemical probes for drug-resistance assessment by binding competition (RABC): oseltamivir susceptibi...	The Genomics Research Center, Academia Sinica, Taipei, Taiwan.
23150235	Spectroscopic evidence for the structure directing role of the solvent in the synthesis of two iron ...	Laboratory for Inorganic Chemistry and Technology, National Institute of Chemistry, Hajdrihova 19, 1000 Ljubljana, Slovenia.
23150281	Population-based cohort analyses of the bidirectional relationship between type 2 diabetes and depre...	Institute of Epidemiology and Preventive Medicine, National Taiwan University College of Public Health, Taipei, Taiwan.
23150314	Erasable Western blots.	Oncology Center, Johns Hopkins Hospital and Department of Pharmacology and Molecular Science, Johns Hopkins University School of Medicine, Baltimore, MD.
23150325	An Immunochemical Assay for Detecting Transition of B-DNA to Z-DNA.	Department of Medicine, Division of Rheumatology, University of Medicine and Dentistry of New Jersey, Robert Wood Johnson Medical School, New Brunswick, NJ.
23150337	Biotinylated probes in colony hybridization.	U. S. Department of Agriculture, Eastern Reigonal Research Center, Philadelphia, PA.
23150458	A two-stage molecular retractable cable featuring push-button and rotary two-way switching modes.	Department of Chemistry, National Taiwan University, Taipei, ROC.
23150459	[Particuliarities of immunisation in the elderly].	Klinik für Geriatrie, Universitätsklinikum Jena. anja.kwetkat@med.uni-jena.de
23150474	Let us now praise famous men and women.	tdelamothe@bmj.com
23150534	Contrast-enhanced ultrasound and detection of carotid plaque neovascularization.	hagen.kunte@charite.de
23150678	The importance of palmitoleic acid to adipocyte insulin resistance and whole-body insulin sensitivit...	Division of Endocrinology, Metabolism, and Diabetes, Department of Medicine, University of Colorado Anschutz Medical Campus, P.O. Box 6511, MS 8106, Aurora, Colorado 80045. Bryan.Bergman@ucdenver.edu
23150734	Giant pelvic retroperitoneal epidermoid cyst: a rare case report.	Department of Obstetrics and Gynecology II, University Hospital Hassan II, BP1835 Atlass Fez, Morocco.
23150745	Comparative evaluation of silver-containing antimicrobial dressings on in vitro and in vivo processe...	Institute for Tissue Regeneration, Repair, and Rehabilitation, Department of Veterans Affairs, Surgical Service, Bay Pines VA Healthcare System, Bay Pines, Fla. ; Division of Plastic Surgery.
23150748	Reversible oxidation of myometrial voltage-gated potassium channels with hydrogen peroxide.	Department of Physiology, Institute for Biological Research Sinisa Stankovic, University of Belgrade, 11000 Belgrade, Serbia. kuabena@yahoo.com
23150772	You mob my owl, I'll mob yours: birds play tit-for-tat game.	Institute of Systematic Biology, University of Daugavpils, Daugavpils, Latvia.
23150862	Scenes from the past: CT-guided endoscopic recovery of a foreign object from the cranial cavity of a...	University Department of Diagnostic and Interventional Radiology, University Hospital Dubrava, Av Gojka Suska 6, 10000 Zagreb, Croatia. mislav.cavka@yahoo.com
23150885	Proceedings of the Christiana Care Health System Value Institute Value Symposium.	President and CEO of the Christiana Care Health System and Founder of the Christiana Care Value Institute.
23150904	Acute traumatic coagulopathy among major trauma patients in an urban tertiary hospital in sub Sahara...	Surgery Department, College of Health Sciences, Makerere University, Kampala, Uganda. mosesg@img.co.ug
23150909	A study of the occurrence of symptons of disease of the temporomandibular joint masticatory musculat...	Department of Stomatognathic Physiology, School of Dentistry, University of Lund.
23150910	Tooth preparation for full coverage-basic principles and rationalized clinical procedures.	Department of Oral Rehabilitation and the Dental Material Science Laboratory, Hadassah School of Dental Medicine, Jerusalem.
23150908	Variant of TREM2 associated with the risk of Alzheimer's disease.	deCODE Genetics, Reykjavik, Iceland.
23150911	A method of determining the tensile bond strength of fissure sealant materials.	Institute of Dental Surgery, University of London.
23150915	Some properties of dental ceramics.	Dental Materials Research Laboratory, University of Birmingham.
23150916	Bite force in patients with functional disturbances of the masticatory system.	Department of Stomatognathic Physiology, University of Gothenburg, Gothenburg.
23150917	A two-year clinical study comparing the effect of dentifrices on selected dental materials.	Clinical Dental Research Departments, Monsanto Chemical Company, St. Louis, and Colgate-Palmolive Research Centre, Piscataway.
23150928	Characteristics and treatment outcomes of tuberculosis patients who "transfer-in" to health faciliti...	AIDS & TB Unit, Ministry of Health & Child Welfare, Harare, Zimbabwe. ktakarinda@theunion.org
23150945	Computational modeling and simulation of the Bcl-2 family: paving the way for rational drug design.	SEPI de la ESCOM del Instituto Politécnico Nacional, México D.F. 07738, México.
23150954	In silico biosynthesis of virenose, a methylated deoxy-sugar unique to Coxiella burnetii lipopolysac...	Department of Rickettsiology, Institute of Virology, Slovak Academy of Sciences, Dubravska cesta, 9, Bratislava, 845 05, Slovakia. viruludo@savba.sk.
23150955	Lessons learned preparing for Medicare bundled payments.	From the Heller School for Social Policy and Management, Brandeis University, Waltham, MA.
23150981	Higher lipocalin 2 expression may represent an independent favorable prognostic factor in cytogeneti...	Division of Hematology and Oncology, Department of Internal Medicine, Kaohsiung Medical University Hospital, Kaohsiung, Taiwan.
23151005	Cycloartane-3,24,25-triol inhibits MRCKα kinase and demonstrates promising anti prostate cancer acti...	Bio-Tech R & D Institute, Kingston, Jamaica. simone.badal@uwimona.edu.jm.
23151023	Electric nets and sticky materials for analysing oviposition behaviour of gravid malaria vectors.	Centre of Insect Physiology and Ecology-Thomas Odhiambo Campus, Mbita, Kenya.
23151068	Gender differences in predictors of self-rated health in Armenia: a population-based study of an eco...	College of Health Sciences, American University of Armenia, Yerevan, Armenia. ademirch@aua.am
23151077	WISP1 neuroprotection requires FoxO3a post-translational modulation with autoregulatory control of S...	Laboratory of Cellular and Molecular Signaling, New Jersey Health Sciences University, Newark, NJ 07101.
